Experiment_ID,Benchmark_ID,00_Distribution,00_Error,00_Integrity,00_SIS,01_Distribution,01_Error,01_Integrity,01_SIS,02_Distribution,02_Error,02_Integrity,02_SIS,03_Distribution,03_Error,03_Integrity,03_SIS,04_Distribution,04_Error,04_Integrity,04_SIS,05_Distribution,05_Error,05_Integrity,05_SIS,06_Distribution,06_Error,06_Integrity,06_SIS,07_Distribution,07_Error,07_Integrity,07_SIS,08_Distribution,08_Error,08_Integrity,08_SIS,09_Distribution,09_Error,09_Integrity,09_SIS,10_Distribution,10_Error,10_Integrity,10_SIS,11_Distribution,11_Error,11_Integrity,11_SIS,12_Distribution,12_Error,12_Integrity,12_SIS,13_Distribution,13_Error,13_Integrity,13_SIS,14_Distribution,14_Error,14_Integrity,14_SIS,15_Distribution,15_Error,15_Integrity,15_SIS,Error,Time,best_fuzz,best_sis,?Solved
52,spider-match_season-0008.txt,100,,Valid,50.0,100,,Valid,50.0,100,,Valid,50.0,100,,Valid,50.0,100,,Valid,50.0,100,,Valid,50.0,100,,Valid,50.0,100,,Valid,50.0,100,,Valid,50.0,100,,Valid,50.0,100,,Valid,50.0,100,,Valid,50.0,100,,Valid,50.0,100,,Valid,50.0,100,,Valid,50.0,100,,Valid,50.0,,2.66,0.0,50.0,False
53,db2csv-dog_kennels-0039_dev.txt,100,,Length constraint vi...,50.0,100,,Length constraint vi...,50.0,100,,Length constraint vi...,50.0,100,,Length constraint vi...,50.0,100,,Length constraint vi...,50.0,100,,Length constraint vi...,50.0,100,,Length constraint vi...,50.0,100,,Length constraint vi...,50.0,100,,Length constraint vi...,50.0,100,,Length constraint vi...,50.0,100,,Length constraint vi...,50.0,100,,Length constraint vi...,50.0,100,,Length constraint vi...,50.0,100,,Length constraint vi...,50.0,100,,Length constraint vi...,50.0,100,,Length constraint vi...,50.0,,3.61,0.0,50.0,False
54,db2csv-poker_player-0017_dev.txt,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,,2.32,0.0,0.0,True
55,db2csv-poker_player-0017_dev.txt,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,100,,Valid,50.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,,2.95,0.0,0.0,True
56,db2csv-poker_player-0017_dev.txt,"50,50",,Valid,0.0,100,,Valid,50.0,"50,50",,Valid,0.0,100,,Valid,50.0,100,,Valid,50.0,100,,Valid,50.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,100,,Valid,50.0,100,,Valid,50.0,"50,50",,Valid,0.0,100,,Valid,50.0,100,,Valid,50.0,"50,50",,Valid,0.0,100,,Valid,50.0,,2.63,0.0,0.0,True
57,db2csv-poker_player-0017_dev.txt,100,,Valid,50.0,100,,Valid,50.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,100,,Valid,50.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,100,,Valid,50.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,100,,Valid,50.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,100,,Valid,50.0,"50,50",,Valid,0.0,,2.58,2.0,0.0,True
58,db2csv-poker_player-0017_dev.txt,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,,3.1,0.0,0.0,True
59,db2csv-poker_player-0017_dev.txt,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,,5.26,0.0,0.0,True
60,spider-news_report-0010.txt,100,,Valid,50.0,100,,Valid,50.0,100,,Valid,50.0,100,,Valid,50.0,100,,Valid,50.0,100,,Valid,50.0,100,,Valid,50.0,100,,Valid,50.0,100,,Valid,50.0,100,,Valid,50.0,100,,Valid,50.0,100,,Valid,50.0,100,,Valid,50.0,100,,Valid,50.0,100,,Valid,50.0,100,,Valid,50.0,,6.92,0.0,50.0,False
61,db2csv-dog_kennels-0029_dev.txt,"50,50",,Length constraint vi...,0.0,"50,50",,Length constraint vi...,0.0,100,,Length constraint vi...,50.0,"50,50",,Length constraint vi...,0.0,"50,50",,Length constraint vi...,0.0,"50,50",,Length constraint vi...,0.0,"50,50",,Length constraint vi...,0.0,100,,Length constraint vi...,50.0,"50,50",,Length constraint vi...,0.0,100,,Length constraint vi...,50.0,"50,50",,Length constraint vi...,0.0,"50,50",,Length constraint vi...,0.0,100,,Length constraint vi...,50.0,100,,Length constraint vi...,50.0,"50,50",,Length constraint vi...,0.0,"50,50",,Length constraint vi...,0.0,,8.28,0.0,0.0,False
62,spider_bak-county_public_safety-0002.txt,100,,Valid,50.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,100,,Valid,50.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,100,,Valid,50.0,100,,Valid,50.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,,2.68,1.0,0.0,True
63,spider_bak-company_office-0002.txt,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,100,,Valid,50.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,,2.56,0.0,0.0,True
64,spider_bak-book_2-0003.txt,100,,Valid,50.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,100,,Valid,50.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,,2.26,1.0,0.0,True
65,spider_bak-body_builder-0008.txt,"50,46,4",,Valid,26.65833203084294,"50,46,4",,Valid,26.65833203084294,"50,50",,Valid,0.0,"50,46,4",,Valid,26.65833203084294,"50,46,4",,Valid,26.65833203084294,"50,46,4",,Valid,26.65833203084294,"50,46,4",,Valid,26.65833203084294,"50,50",,Valid,0.0,"50,46,4",,Valid,26.65833203084294,"50,46,4",,Valid,26.65833203084294,"50,50",,Valid,0.0,"50,46,4",,Valid,26.65833203084294,"50,50",,Valid,0.0,"50,46,4",,Valid,26.65833203084294,"50,50",,Valid,0.0,"50,46,4",,Valid,26.65833203084294,,2.97,2.0,0.0,True
66,spider_bak-body_builder-0008.txt,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,100,,Valid,50.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,100,,Valid,50.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,,3.64,0.0,0.0,True
67,spider_bak-body_builder-0020.txt,100,,Valid,50.0,100,,Valid,50.0,100,,Valid,50.0,100,,Valid,50.0,100,,Valid,50.0,100,,Valid,50.0,100,,Valid,50.0,100,,Valid,50.0,100,,Valid,50.0,100,,Valid,50.0,100,,Valid,50.0,100,,Valid,50.0,100,,Valid,50.0,100,,Valid,50.0,100,,Valid,50.0,100,,Valid,50.0,,2.75,0.0,50.0,False
68,spider-entrepreneur-0006.txt,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,,3.95,0.0,0.0,True
69,spider-entrepreneur-0006.txt,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,100,,Valid,50.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,,2.93,0.0,0.0,True
70,spider-entrepreneur-0006.txt,100,,Valid,50.0,100,,Valid,50.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,100,,Valid,50.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,100,,Valid,50.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,,2.63,2.0,0.0,True
71,spider-body_builder-0007.txt,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,,2.64,0.0,0.0,True
72,spider-body_builder-0007.txt,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,,3.73,0.0,0.0,True
73,spider-body_builder-0007.txt,100,,Valid,50.0,100,,Valid,50.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,100,,Valid,50.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,100,,Valid,50.0,100,,Valid,50.0,"50,50",,Valid,0.0,100,,Valid,50.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,100,,Valid,50.0,"50,50",,Valid,0.0,,3.05,2.0,0.0,True
74,spider-entrepreneur-0012.txt,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,,2.74,0.0,0.0,True
75,spider-entrepreneur-0012.txt,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,,2.65,0.0,0.0,True
76,spider-entrepreneur-0012.txt,"50,50",,Valid,0.0,"50,50",,Valid,0.0,100,,Valid,50.0,100,,Valid,50.0,100,,Valid,50.0,100,,Valid,50.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,100,,Valid,50.0,100,,Valid,50.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,100,,Valid,50.0,"50,50",,Valid,0.0,,2.74,0.0,0.0,True
77,spider-entrepreneur-0012.txt,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,100,,Valid,50.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,100,,Valid,50.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,,2.77,0.0,0.0,True
78,spider-entrepreneur-0012.txt,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,,3.59,0.0,0.0,True
79,spider-entrepreneur-0012.txt,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,,3.03,0.0,0.0,True
80,spider-body_builder-0013.txt,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,,2.61,0.0,0.0,True
81,spider-body_builder-0013.txt,"50,50",,Valid,0.0,"50,50",,Valid,0.0,100,,Valid,50.0,"50,50",,Valid,0.0,100,,Valid,50.0,100,,Valid,50.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,100,,Valid,50.0,100,,Valid,50.0,100,,Valid,50.0,100,,Valid,50.0,"50,50",,Valid,0.0,100,,Valid,50.0,"50,50",,Valid,0.0,,2.51,0.0,0.0,True
82,spider-body_builder-0013.txt,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,,2.61,0.0,0.0,True
83,spider-body_builder-0013.txt,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,,3.36,0.0,0.0,True
84,spider-body_builder-0013.txt,"50,50",,Valid,0.0,"50,50",,Valid,0.0,100,,Valid,50.0,"50,50",,Valid,0.0,100,,Valid,50.0,100,,Valid,50.0,100,,Valid,50.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,100,,Valid,50.0,100,,Valid,50.0,"50,50",,Valid,0.0,100,,Valid,50.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,100,,Valid,50.0,,2.87,0.0,0.0,True
85,spider-body_builder-0013.txt,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,,3.2,0.0,0.0,True
86,spider-tracking_grants_for_research-0031.txt,,Experiment-level error,,,,Experiment-level error,,,,Experiment-level error,,,,Experiment-level error,,,,Experiment-level error,,,,Experiment-level error,,,,Experiment-level error,,,,Experiment-level error,,,,Experiment-level error,,,,Experiment-level error,,,,Experiment-level error,,,,Experiment-level error,,,,Experiment-level error,,,,Experiment-level error,,,,Experiment-level error,,,,Experiment-level error,,,"Error processing experiment 86: near ""Agree"": syntax error",4.88,,,False
87,spider_bak-sports_competition-0014.txt,100,,Valid,50.0,100,,Valid,50.0,100,,Valid,50.0,100,,Valid,50.0,"50,50",,Valid,0.0,100,,Valid,50.0,100,,Valid,50.0,100,,Valid,50.0,"50,50",,Valid,0.0,100,,Valid,50.0,100,,Valid,50.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,100,,Valid,50.0,100,,Valid,50.0,"50,50",,Valid,0.0,,3.08,4.0,0.0,True
88,spider_bak-climbing-0002.txt,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,,2.19,0.0,0.0,True
89,spider-products_for_hire-0007.txt,100,,Length constraint vi...,50.0,100,,Length constraint vi...,50.0,100,,Length constraint vi...,50.0,100,,Length constraint vi...,50.0,100,,Length constraint vi...,50.0,100,,Length constraint vi...,50.0,100,,Length constraint vi...,50.0,100,,Length constraint vi...,50.0,100,,Length constraint vi...,50.0,100,,Length constraint vi...,50.0,100,,Length constraint vi...,50.0,100,,Length constraint vi...,50.0,100,,Length constraint vi...,50.0,100,,Length constraint vi...,50.0,100,,Length constraint vi...,50.0,100,,Length constraint vi...,50.0,,4.63,0.0,50.0,False
90,spider-customer_deliveries-0005.txt,"50,50",,Length constraint vi...,0.0,"50,50",,Length constraint vi...,0.0,100,,Length constraint vi...,50.0,"50,50",,Length constraint vi...,0.0,"50,50",,Length constraint vi...,0.0,"50,50",,Length constraint vi...,0.0,"50,50",,Length constraint vi...,0.0,"50,50",,Length constraint vi...,0.0,"50,50",,Length constraint vi...,0.0,"50,50",,Length constraint vi...,0.0,"50,50",,Length constraint vi...,0.0,"50,50",,Length constraint vi...,0.0,"50,50",,Length constraint vi...,0.0,"50,50",,Length constraint vi...,0.0,"50,50",,Length constraint vi...,0.0,100,,Length constraint vi...,50.0,,3.02,0.0,0.0,False
91,spider-flight_company-0011.txt,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,,3.06,0.0,0.0,True
92,spider-flight_company-0011.txt,100,,Valid,50.0,100,,Valid,50.0,100,,Valid,50.0,100,,Valid,50.0,100,,Valid,50.0,100,,Valid,50.0,100,,Valid,50.0,100,,Valid,50.0,100,,Valid,50.0,100,,Valid,50.0,100,,Valid,50.0,100,,Valid,50.0,100,,Valid,50.0,100,,Valid,50.0,100,,Valid,50.0,100,,Valid,50.0,,3.38,0.0,50.0,False
93,spider-flight_company-0011.txt,100,,Valid,50.0,100,,Valid,50.0,100,,Valid,50.0,100,,Valid,50.0,100,,Valid,50.0,100,,Valid,50.0,100,,Valid,50.0,100,,Valid,50.0,100,,Valid,50.0,100,,Valid,50.0,100,,Valid,50.0,100,,Valid,50.0,100,,Valid,50.0,100,,Valid,50.0,100,,Valid,50.0,100,,Valid,50.0,,5.51,0.0,50.0,False
94,spider-flight_company-0011.txt,100,,Valid,50.0,100,,Valid,50.0,100,,Valid,50.0,100,,Valid,50.0,100,,Valid,50.0,100,,Valid,50.0,100,,Valid,50.0,100,,Valid,50.0,100,,Valid,50.0,100,,Valid,50.0,100,,Valid,50.0,100,,Valid,50.0,100,,Valid,50.0,100,,Valid,50.0,100,,Valid,50.0,100,,Valid,50.0,,3.21,0.0,50.0,False
95,spider-flight_company-0011.txt,100,,Valid,50.0,100,,Valid,50.0,100,,Valid,50.0,100,,Valid,50.0,100,,Valid,50.0,100,,Valid,50.0,100,,Valid,50.0,100,,Valid,50.0,100,,Valid,50.0,100,,Valid,50.0,100,,Valid,50.0,100,,Valid,50.0,100,,Valid,50.0,100,,Valid,50.0,100,,Valid,50.0,100,,Valid,50.0,,2.76,0.0,50.0,False
96,spider-flight_company-0011.txt,100,,Valid,50.0,100,,Valid,50.0,100,,Valid,50.0,100,,Valid,50.0,100,,Valid,50.0,100,,Valid,50.0,100,,Valid,50.0,100,,Valid,50.0,100,,Valid,50.0,100,,Valid,50.0,100,,Valid,50.0,100,,Valid,50.0,100,,Valid,50.0,100,,Valid,50.0,100,,Valid,50.0,100,,Valid,50.0,,3.18,0.0,50.0,False
97,spider-flight_company-0011.txt,100,,Valid,50.0,100,,Valid,50.0,100,,Valid,50.0,100,,Valid,50.0,100,,Valid,50.0,100,,Valid,50.0,100,,Valid,50.0,100,,Valid,50.0,100,,Valid,50.0,100,,Valid,50.0,100,,Valid,50.0,100,,Valid,50.0,100,,Valid,50.0,100,,Valid,50.0,100,,Valid,50.0,100,,Valid,50.0,,3.39,0.0,50.0,False
98,spider-flight_company-0011.txt,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,,3.09,0.0,0.0,True
99,spider-flight_company-0011.txt,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,,3.48,0.0,0.0,True
100,spider-flight_company-0011.txt,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,,2.9,0.0,0.0,True
101,spider-flight_company-0011.txt,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,,2.37,0.0,0.0,True
102,spider-flight_company-0011.txt,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,,3.55,0.0,0.0,True
103,spider-flight_company-0011.txt,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,,3.46,0.0,0.0,True
104,spider-flight_company-0011.txt,100,,Valid,50.0,100,,Valid,50.0,100,,Valid,50.0,100,,Valid,50.0,100,,Valid,50.0,100,,Valid,50.0,100,,Valid,50.0,100,,Valid,50.0,100,,Valid,50.0,100,,Valid,50.0,100,,Valid,50.0,100,,Valid,50.0,100,,Valid,50.0,100,,Valid,50.0,100,,Valid,50.0,100,,Valid,50.0,,2.66,0.0,50.0,False
105,spider-flight_company-0011.txt,100,,Valid,50.0,100,,Valid,50.0,100,,Valid,50.0,100,,Valid,50.0,100,,Valid,50.0,100,,Valid,50.0,100,,Valid,50.0,100,,Valid,50.0,100,,Valid,50.0,100,,Valid,50.0,100,,Valid,50.0,100,,Valid,50.0,100,,Valid,50.0,100,,Valid,50.0,100,,Valid,50.0,100,,Valid,50.0,,2.38,0.0,50.0,False
